OTUID	S1p7	S1p8	S10p7	S10p8	S11p7	S11p8	S12p7	S12p8	S13p7	S13p8	S14p7	S14p8	S15p7	S15p8	S16p7	S16p8	S17p7	S17p8	S18p7	S18p8	S19p7	S19p8	S2p7	S2p8	S20p7	S20p8	S21p7	S21p8	S22p7	S22p8	S23p7	S23p8	S24p7	S24p8	S25p7	S25p8	S26p7	S26p8	S27p7	S27p8	S28p7	S28p8	S29p7	S29p8	S3p8	S30p7	S30p8	S31p7	S31p8	S32p7	S32p8	S33p7	S33p8	S34p7	S34p8	S35p8	S36p7	S36p8	S37p7	S37p8	S38p7	S38p8	S39p7	S39p8	S4p7	S4p8	S40p7	S40p8	S41p7	S41p8	S42p7	S42p8	S43p7	S43p8	S44p7	S44p8	S45p7	S45p8	S46p7	S46p8	S47p7	S48p7	S48p8	S49p7	S49p8	S5p7	S5p8	S50p7	S50p8	S51p7	S51p8	S52p7	S52p8	S53p7	S53p8	S54p7	S54p8	S55p7	S55p8	S56p7	S56p8	S57p7	S57p8	S58p7	S58p8	S59p7	S59p8	S6p7	S6p8	S60p7	S60p8	S61p7	S61p8	S62p7	S62p8	S63p7	S63p8	S64p7	S64p8	S65p7	S65p8	S66p7	S66p8	S67p7	S67p8	S68p7	S68p8	S69p7	S69p8	S70p7	S70p8	S71p7	S71p8	S72p7	S72p8	S73p7	S73p8	S74p7	S74p8	S75p7	S75p8	S76p7	S76p8	S77p7	S77p8	S78p7	S78p8	S79p7	S79p8	S80p7	S80p8	S81p7	S81p8	S82p7	S82p8	S83p7	S83p8	S84p7	S84p8	S85p7	S85p8	S86p7	S86p8	S87p7	S87p8	S88p7	S88p8	S89p7	S89p8	S90p7	S90p8	S91p7	S91p8	S92p7	S92p8	S93p7	S93p8	S94p7	S94p8	S95p7	S95p8	S96p7	S96p8	Taxon
21	0	0	24	0	0	318	60	2338	234	554	135	987	83	14419	0	0	20	0	25	0	56	0	0	0	0	57	95	4998	64	0	0	8	0	1927	23	13	18	0	48	0	619	278	0	94	0	0	0	13	0	0	41	41	0	0	0	0	11	192	0	0	0	0	0	0	34	5102	8	650	860	0	207	0	0	0	0	0	0	0	0	0	0	7	0	16	0	43	5530	0	0	0	0	20	0	56	0	47	0	0	0	0	0	191	0	1130	0	0	0	154	0	145	0	13	0	23	0	14	0	22	0	47	0	478	0	237	0	0	0	13	0	21	0	19	0	1154	0	743	0	60	0	24	0	0	0	64	0	18	0	106	0	26	0	185	0	0	0	0	0	0	0	65	0	56	0	2286	0	22	0	23	0	14	0	32	0	0	0	54	0	45	0	6	0	0	0	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Cupriavidus;s__CupriavidusGE
22	0	165	2771	0	1190	0	0	564	0	0	60	0	0	0	0	46	145	0	349	0	0	0	0	22079	0	0	537	0	0	0	0	0	1792	2	589	0	0	0	0	0	172	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0	250	0	903	0	698	0	0	0	0	0	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	135	0	221	0	0	0	6	0	948	0	451	0	0	0	0	0	0	0	0	0	17	0	71	0	0	0	0	0	19	0	0	0	0	0	957	0	58	0	0	0	0	0	0	0	0	0	0	0	34	0	216	0	0	0	0	0	0	0	0	0	0	0	540	0	2296	0	0	0	0	0	0	0	0	0	0	0	53	0	120	0	0	0	0	0	0	0	0	0	86	0	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Massilia;s__MassiliaGE
23	0	2601	118	0	122	206	448	2980	39	291	118	1213	77	1207	0	2218	118	0	90	0	195	0	0	230	0	23	783	24	0	110	183	132	183	20	573	0	972	0	35	0	1283	50	0	7	0	0	8	126	0	0	132	165	0	0	0	0	0	16	141	0	471	135	234	0	110	169	1172	26	24	0	1109	10	0	20	0	0	0	0	0	0	0	0	0	100	0	183	3857	41	0	11	0	121	0	463	0	701	0	0	0	0	0	1489	0	613	0	1554	0	48	0	41	0	26	0	289	0	187	0	69	0	69	0	335	0	0	0	170	0	112	0	426	0	216	0	16	0	236	0	17	0	30	0	132	0	490	0	25	0	150	0	86	0	16	0	249	0	740	0	259	0	389	0	114	0	2003	0	0	0	70	0	95	0	247	0	42	0	82	0	104	0	0	0	196	0	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Ralstonia;s__RalstoniaGE
24	0	0	0	0	1636	0	0	163	504	0	4136	0	34	0	18837	0	0	0	39	0	6	0	0	0	0	0	0	0	0	0	244	0	0	0	60	0	7	0	14	0	151	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0	54	0	6	0	9	0	100	0	20	0	13	0	1028	0	81	0	0	0	0	0	0	0	0	0	0	105	0	10	0	144	0	69	0	342	0	360	0	121	0	0	0	0	0	0	0	0	0	0	0	69	0	10	0	64	0	0	0	103	0	0	0	0	0	915	0	8	0	0	0	0	0	88	0	0	0	0	0	33	0	0	0	224	0	0	0	29	0	0	0	15	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	108	0	16	0	35	0	0	0	0	0	0	0	0	0	16	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__fumarioli
25	0	0	0	0	0	0	0	0	0	0	30	0	0	0	91	0	0	0	3377	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	6	0	0	0	0	0	0	0	0	0	0	781	0	0	0	43	0	7	0	38	0	61	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1756	0	8962	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	612	0	0	0	680	0	0	0	5996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	175	0	0	0	6043	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus;s__curdlanolyticus
26	0	71	0	0	0	0	462	251	0	80	58	1411	95	414	0	3412	0	0	0	0	170	0	0	0	0	0	160	0	0	35	0	135	0	0	203	235	374	0	0	0	231	0	0	0	0	0	0	35	0	0	0	74	0	0	0	0	0	0	0	0	89	50	0	0	0	0	2009	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	39	0	268	3563	52	0	0	0	171	0	260	0	324	0	0	0	0	0	335	0	272	0	646	0	0	0	1677	0	0	0	296	0	65	0	147	0	0	0	137	0	0	0	0	0	0	0	0	0	135	0	0	0	893	0	670	0	0	0	69	0	494	0	36	0	0	0	0	0	0	0	51	0	0	0	118	0	3986	0	0	0	307	0	76	0	0	0	90	0	90	0	41	0	0	0	0	0	0	0	90	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__PseudomonasGE
27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium;s__MethylobacteriumGE
28	0	326	1170	0	393	0	0	0	10	0	53	0	0	0	279	0	392	0	200	11	0	0	0	1736	0	0	7	0	0	0	156	0	585	0	19	0	0	0	3	0	0	0	0	0	0	0	0	1126	0	0	0	0	0	0	0	0	0	0	21	0	380	0	172	0	622	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	301	0	0	0	16	0	0	0	17	0	21	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	549	0	678	0	419	0	0	0	0	0	30	0	0	0	0	0	2144	0	2387	0	0	0	0	0	167	0	0	0	910	0	615	0	1691	0	0	0	0	0	0	0	0	0	31	0	1150	0	146	0	0	0	0	0	17	0	0	0	206	0	516	0	1409	0	0	0	0	0	0	0	0	0	72	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus;s__chondroitinus
29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	6051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	14	0	15	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1074	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	930	0	2	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus;s__PaenibacillusGE
30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__LactobacillusGE
31	0	20	50	0	0	0	208	0	606	0	109	0	530	0	65	0	0	0	37	0	101	0	0	81	0	853	94	70	0	0	63	265	0	938	61	0	287	0	503	0	373	0	0	0	0	0	0	50	0	0	397	42	0	0	0	0	0	0	83	0	0	22	50	0	35	2205	74	821	743	0	245	1835	0	0	1802	0	0	0	0	0	0	0	0	62	0	136	661	0	0	0	0	0	0	119	0	96	0	0	0	0	0	153	0	114	0	349	0	388	0	0	0	28	0	25	0	22	0	0	0	395	0	93	0	155	0	74	0	0	0	58	0	103	0	456	0	61	0	0	0	48	0	0	0	59	0	0	0	441	0	0	0	0	0	12	0	25	0	0	0	26	0	260	0	134	0	0	0	21	0	17	0	32	0	0	0	315	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__gladioli
32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__AlphaproteobacteriaCL;f__AlphaproteobacteriaCL;g__AlphaproteobacteriaCL;s__AlphaproteobacteriaCL
33	0	14619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus;s__amylolyticus
34	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__EnterobacteriaceaeFA;s__EnterobacteriaceaeFA
35	0	0	0	0	0	0	0	0	0	0	49	0	0	0	302	0	0	0	0	125	0	0	0	0	0	0	0	0	0	412	341	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	25	4	0	0	0	0	0	0	0	0	0	0	351	0	0	189	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	969	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1893	0	0	0	0	0	0	0	0	0	67	0	0	0	243	0	0	0	0	0	0	0	0	0	629	0	0	0	2313	0	0	0	0	0	0	0	0	0	0	0	0	0	806	0	0	0	0	0	0	0	0	0	32	0	0	0	2588	0	20	0	0	0	0	0	0	0	0	0	0	0	2843	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus;s__PaenibacillusGE
36	0	0	11	0	0	0	95	0	0	0	13	0	169	0	33	0	14	0	9	0	0	0	0	0	0	0	72	7732	190	0	61	0	13	0	337	33	5	0	0	0	25	0	0	434	0	0	0	9	0	0	0	0	0	0	0	0	365	0	11	75	7	5	0	0	26	0	10	0	0	0	11	0	0	19	0	0	108	0	0	0	0	30	0	20	0	0	0	19	0	0	0	11	0	70	0	55	0	0	0	0	0	0	0	10	0	22	0	0	0	974	0	36	0	11	0	0	0	0	0	0	0	34	0	424	0	0	0	0	0	10	0	16	0	0	0	43	0	439	0	78	0	0	0	94	0	0	0	0	0	0	0	1129	0	59	0	10	0	0	0	135	0	5	0	0	0	84	0	50	0	0	0	74	0	0	0	0	0	0	0	123	0	68	0	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Duganella;s__DuganellaGE
37	0	0	0	0	0	0	80	0	11	0	14	0	0	0	22	0	0	0	0	14	0	0	0	0	0	0	163	0	0	354	515	86	0	0	417	0	28	18	0	0	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	1985	0	0	2136	0	0	44	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	21	0	705	0	0	0	0	0	0	0	26	0	43	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	314	0	113	0	0	0	21	0	0	0	45	0	0	0	202	0	0	0	0	0	95	0	0	0	141	0	0	0	444	0	0	0	704	0	27	0	0	0	0	0	0	0	1249	0	0	0	0	0	242	0	0	0	0	0	0	0	426	0	0	0	325	0	14	0	0	0	0	0	0	0	2631	0	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Massilia;s__MassiliaGE
38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Salmonella;s__enterica
39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__BacillusGE
40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	323	0	0	0	0	0	0	0	0	0	0	0	0	7	237	0	6475	0	7	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	136	0	2243	0	0	0	0	0	0	0	0	0	11	0	96	0	465	0	0	0	0	0	0	0	11	0	0	0	97	0	833	0	0	0	0	0	0	0	0	0	0	0	84	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus;s__PaenibacillusGE
41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	12	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	43	16	0	5	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	11301	0	0	92	0	0	0	0	7	0	3	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	6	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	19	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Dyella;s__DyellaGE
42	0	0	11	0	0	0	0	0	0	0	0	0	0	0	63	0	864	0	623	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1325	0	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	206	0	895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1866	0	634	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus;s__PaenibacillusGE
43	0	0	152	0	15	0	14	256	0	0	27	436	32	1018	19	163	0	0	27	0	0	0	0	32	0	0	23	0	0	240	95	0	28	0	63	0	19	0	0	0	93	0	0	0	0	0	18	12	0	0	0	0	0	0	0	0	0	0	55	0	19	98	12	0	21	0	7	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	2367	0	0	0	0	0	0	29	0	17	0	0	0	0	0	104	0	72	0	53	0	0	0	55	0	138	0	55	0	17	0	0	0	0	0	71	0	0	0	223	0	1978	0	420	0	0	0	0	0	231	0	12	0	210	0	0	0	244	0	0	0	0	0	0	0	0	0	240	0	84	0	162	0	0	0	0	0	227	0	0	0	129	0	0	0	99	0	0	0	0	0	0	0	0	0	145	0	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter;s__ArthrobacterGE
44	0	9	102	0	15	0	14	0	0	0	5	0	0	0	0	0	0	0	0	8	0	0	0	3475	0	0	14	96	0	114	0	46	30	0	0	14	4	0	0	0	210	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	8	29	1156	65	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	38	0	0	0	3	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	21	0	0	0	52	0	13	0	0	0	16	0	8	0	105	0	392	0	656	0	21	0	0	0	16	0	8	0	35	0	0	0	301	0	18	0	0	0	11	0	32	0	0	0	121	0	0	0	77	0	0	0	26	0	0	0	69	0	20	0	132	0	6	0	0	0	0	0	3	0	2192	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Agrobacterium;s__AgrobacteriumGE
45	0	0	0	0	0	0	0	1360	0	97	0	339	0	82	0	0	0	0	3	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5993	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1242	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Phyllobacteriaceae;g__Mesorhizobium;s__MesorhizobiumGE
46	0	1	5	0	292	0	0	0	0	0	0	0	10	0	11	0	717	0	147	0	0	0	0	23	0	0	0	0	0	0	0	0	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	587	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	592	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	881	0	701	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	4	0	0	0	0	0	2742	0	30	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	1	0	0	0	0	0	1354	0	78	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus;s__PaenibacillusGE
47	0	0	1	0	2	0	0	0	0	0	5	0	43	0	3	0	0	0	0	0	900	15	0	0	0	0	19	0	0	0	0	0	0	0	0	2503	0	0	0	0	2	0	0	0	0	0	0	4	0	0	0	256	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	11	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	462	0	5	0	1	0	18	0	52	0	46	0	0	0	0	0	8	0	1	0	2	0	0	0	1112	0	2	0	11	11	3	0	938	0	4	0	115	0	0	0	0	0	0	0	1	0	0	0	0	0	476	0	461	0	22	0	2	0	18	0	356	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	49	0	0	0	35	0	6	0	0	0	342	0	6	0	0	0	1	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__PseudomonasGE
48	0	0	0	0	160	316	0	2343	0	744	0	0	0	0	0	0	0	0	0	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	383	0	1119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	190	0	0	0	0	0	80	0	0	0	0	0	0	0	598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__NeisseriaceaeFA;s__NeisseriaceaeFA
49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__PseudomonasGE
